OBJECTID,CD_ACID,ANO,DATA_ACID,DIA_ACID,HORA_ACID,CD_MES_ACI,MES_ACID,CD_DIA_SEM,DIA_SEMANA,CD_END_OCO,END_OCOR,NUM_KM_END,CD_ESQ,ESQUINA,PROXIMO,BAIRRO_OCO,CD_BAIRRO_,BAIRRO_GEO,CD_REGIONA,REGIONAL,MUNICIPIO,NUM_VIT_FA,TP_ACIDENT,TP_ESPECIE,TP_OUTRO_V,CS_VELOCID,CS_ALCOOL,CS_INFRAES,CS_TRANS_L,CS_TRANS_1,CS_DESREP_,FONTE,OBS_ACID,GEORREF,COORD_N_SA,COORD_E_SA,LAT_SIRGAS,LON_SIRGAS
14,201020006.0,2010,,,,0,,0,,W766C,R. JAN FREDERIK DE JAGER,,,,,AUGUSTA,68,AUGUSTA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,MOTOCICLETA,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7179808.98742676,665200.40582275,-25.49003641,-49.35695077
16,201020009.0,2010,2010-01-29,2010-01-29,,1,JANEIRO,6,SEXTA-FEIRA,S002,R. SAINT' HILAIRE,373,,,,ÁGUA VERDE,9,ÁGUA VERDE,7,REGIONAL PORTÃO,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184209.1628418,672428.26098633,-25.4494954,-49.28563043
17,201020015.0,2010,,,,0,,0,,S001,AV. SILVA JARDIM,,,,,CENTRO,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7185302.15362549,674349.36499023,-25.43940536,-49.26667245
216,201020305.0,2010,2010-12-04,2010-12-04,,12,DEZEMBRO,7,SÁBADO,C555,BR 376,"595,0",,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7178611.80639649,666693.69061279,-25.50067584,-49.34195092
217,201020314.0,2010,2010-03-25,2010-03-25,,3,MARÇO,5,QUINTA-FEIRA,C888,BR 116,115,,,,,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173701.91540527,670510.88781738,-25.54456057,-49.30336086
215,201020304.0,2010,2010-11-30,2010-11-30,,11,NOVEMBRO,3,TERÇA-FEIRA,C888,BR 116,120,,,,,71,CAMPO DE SANTANA,12,REGIONAL TATUQUARA,CURITIBA,1,COLISÃO,AUTOMÓVEL,IGNORADO,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7169138.22522,669354.90961,-25.58588744,-49.31428596
219,201020097.0,2010,2010-05-20,2010-05-20,,5,MAIO,5,QUINTA-FEIRA,S436,R. NOVA ESPERANÇA,,S451,R. APUCARANA,,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7174040.51940918,673157.16619873,-25.54119676,-49.27707486
220,201020278.0,2010,2010-11-06,2010-11-06,,11,NOVEMBRO,7,SÁBADO,C023,R. JOÃO NEGRÃO,,S019,R. COM. ROSEIRA,,PRADO VELHO,24,PRADO VELHO,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184063.28643799,675244.47900391,-25.45048253,-49.25761324
221,201020229.0,2010,2010-11-27,2010-11-27,,11,NOVEMBRO,7,SÁBADO,S227,AV. PRES. WENCESLAU BRAZ,,S242F,R. DJALMA FERREIRA MACIEL,,GUAÍRA,26,GUAÍRA,7,REGIONAL PORTÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181165.76702881,672710.23919678,-25.47693371,-49.28243697
222,201020055.0,2010,,,,0,,0,,W171,R. LEON NICOLAS,,S501F,R. LAUDELINO AFONSO DA ROCHA,,XAXIM,58,CAPÃO RASO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7176943.4786377,670446.8826294,-25.51530806,-49.30440918
224,201020208.0,2010,2010-08-06,2010-08-06,,8,AGOSTO,6,SEXTA-FEIRA,W761,R. JOÃO DEMBINSKI,,W749D,R. RIO DO SUL,,,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ABALROAMENTO TRANSVERSAL,MOTOCICLETA,CAMINHÃO,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181447.50018311,667140.70019531,-25.47502859,-49.33785699
225,201020263.0,2010,,,,0,,0,,N032,R. JACAREZINHO,,N027A,R. SOLIMÕES,,,12,MERCÊS,1,REGIONAL MATRIZ,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187779.12402344,671985.32818604,-25.41732241,-49.29048893
226,201020045.0,2010,2010-03-11,2010-03-11,,3,MARÇO,5,QUINTA-FEIRA,E042,R. GOV. AGAMENON MAGALHÃES,,C200,AV. PRES. AFFONSO CAMARGO,,,7,JARDIM BOTÂNICO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185319.47064209,677231.33343506,-25.43890811,-49.2380255
227,201020207.0,2010,2010-08-02,2010-08-02,,8,AGOSTO,2,SEGUNDA-FEIRA,W101,R. JOÃO BETTEGA,,W508,AV. DAS INDÚSTRIAS,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,AUTOMÓVEL,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179665.09899902,668695.04162598,-25.49094171,-49.32217695
229,201020046.0,2010,,,,0,,0,,C300,AV. REPÚBLICA ARGENTINA,,S005,AV. PRES. GETÚLIO VARGAS,,,9,ÁGUA VERDE,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184032.46362305,672183.72601318,-25.45111875,-49.288039
230,201020027.0,2010,2010-02-07,2010-02-07,,2,FEVEREIRO,1,DOMINGO,W030,R. CASTRO ALVES,,S003,AV. IGUAÇÚ,,ÁGUA VERDE,9,ÁGUA VERDE,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184128.27301025,671908.27398682,-25.45028583,-49.29078977
159,201020129.0,2010,,,,0,,0,,S646,R. DR. BLEY ZORNIG,,,,,,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7176986.04699707,677790.50720215,-25.51406041,-49.23136663
161,201020132.0,2010,2010-08-07,2010-08-07,,8,AGOSTO,7,SÁBADO,E143,R. DR. SÁTILAS DO AMARAL CAMARGO,892,,,PROX AV PARANA,TINGUI,54,TINGUI,4,REGIONAL BOA VISTA,CURITIBA,1,ABALROAMENTO TRANSVERSAL,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7192040.30023193,678531.15802002,-25.37808866,-49.22599215
162,201020133.0,2010,2010-08-07,2010-08-07,,8,AGOSTO,7,SÁBADO,S026,AV. MAL. FLORIANO PEIXOTO,,,,,HAUER,38,HAUER,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7180985.68640137,676077.39501953,-25.47816333,-49.24893041
163,201020134.0,2010,2010-08-12,2010-08-12,,8,AGOSTO,5,QUINTA-FEIRA,S312,R. NICOLA PELLANDA,2244,,,,UMBARÁ,73,UMBARÁ,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173244.65979004,671525.1630249,-25.54857066,-49.29321061
165,201020139.0,2010,2010-08-13,2010-08-13,,8,AGOSTO,6,SEXTA-FEIRA,S102,R. GUILHERME PUGSLEY,2006,,,,ÁGUA VERDE,9,ÁGUA VERDE,7,REGIONAL PORTÃO,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182592.78399658,672004.72021484,-25.46413475,-49.28963497
166,201020144.0,2010,,,,0,,0,,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,,,,,,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7175645.51403809,667973.50378418,-25.52730689,-49.32885071
167,201020147.0,2010,2010-08-29,2010-08-29,,8,AGOSTO,1,DOMINGO,E151,AV. MAL. MASCARENHAS DE MORAES,529,,,,SANTA CÂNDIDA,53,SANTA CÂNDIDA,4,REGIONAL BOA VISTA,CURITIBA,1,ENGAVETAMENTO,AUTOMÓVEL,NÃO SE APLICA,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7192072.6473999,679095.68701172,-25.37772893,-49.22038745
168,201020150.0,2010,2010-09-23,2010-09-23,,9,SETEMBRO,5,QUINTA-FEIRA,N008,R. MATEUS LEME,2941,,,,,33,SÃO LOURENÇO,4,REGIONAL BOA VISTA,CURITIBA,1,ABALROAMENTO TRANSVERSAL,AUTOMÓVEL,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7189519.22900391,673926.55480957,-25.40138969,-49.27141865
170,201020152.0,2010,2010-09-17,2010-09-17,,9,SETEMBRO,6,SEXTA-FEIRA,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,4835,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181585.38062,665746.9552,-25.47394034,-49.35173375
171,201020158.0,2010,2010-07-02,2010-07-02,,7,JULHO,6,SEXTA-FEIRA,S026,AV. MAL. FLORIANO PEIXOTO,3501,,,,,24,PRADO VELHO,1,REGIONAL MATRIZ,CURITIBA,1,ACIDENTE COMPLEXO,AUTOMÓVEL,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7183024.77539063,675205.84179688,-25.45986104,-49.25786239
172,201020160.0,2010,2010-09-11,2010-09-11,,9,SETEMBRO,7,SÁBADO,W761,R. JOÃO DEMBINSKI,3352,,,,,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181358.94281006,667233.29138184,-25.47581753,-49.33692524
173,201020161.0,2010,2010-09-04,2010-09-04,,9,SETEMBRO,7,SÁBADO,S202A,R. ANDRÉ FERREIRA BARBOSA,8771,,,,,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,MOTOCICLETA,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7176279.86083984,671372.46203613,-25.52119135,-49.29511747
175,201020165.0,2010,2010-06-22,2010-06-22,,6,JUNHO,3,TERÇA-FEIRA,S001,AV. SILVA JARDIM,567,,,,REBOUÇAS,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185338.82220459,674442.95361328,-25.43906339,-49.26574683
231,201020269.0,2010,,,,0,,0,,C033,R. DR. FAIVRE,,C010,R. MAL. DEODORO,,,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186544.56219482,674854.19940186,-25.42813158,-49.26181489
232,201020107.0,2010,2010-05-07,2010-05-07,,5,MAIO,6,SEXTA-FEIRA,S005,AV. PRES. GETÚLIO VARGAS,,S026,AV. MAL. FLORIANO PEIXOTO,,CENTRO,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,ABALROAMENTO TRANSVERSAL,MOTOCICLETA,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184930.42120361,674395.63079834,-25.44275534,-49.26616447
94,201020241.0,2010,2010-10-14,2010-10-14,,10,OUTUBRO,5,QUINTA-FEIRA,C200,AV. PRES. AFFONSO CAMARGO,,E038,AV. SÃO JOSÉ,,CRISTO REI,6,CRISTO REI,1,REGIONAL MATRIZ,CURITIBA,1,ABALROAMENTO TRANSVERSAL,BICICLETA,VEÍCULO PESADO OU ÔNIBUS,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185679.1340332,676171.95483398,-25.43578765,-49.24860351
96,201020075.0,2010,,,,0,,0,,S010,R. ALF. ÂNGELO SAMPAIO,,C002,AV. VISC. DE GUARAPUAVA,,BATEL,10,BATEL,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184987.83123779,672700.06921387,-25.44243519,-49.28302785
97,201020084.0,2010,2010-03-27,2010-03-27,,3,MARÇO,7,SÁBADO,S046,AV. COM. FRANCO,,S013,R. BALTAZAR CARRASCO DOS REIS,PROX HABIBS,JARDIM BOTÂNICO,7,JARDIM BOTÂNICO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184893.43878174,675961.3684082,-25.44290454,-49.25059439
98,201020177.0,2010,2010-07-04,2010-07-04,,7,JULHO,1,DOMINGO,N018A,R. PE. AGOSTINHO,,N011,R. DES. OTÁVIO DO AMARAL,,BIGORRILHO,11,BIGORRILHO,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,MOTOCICLETA,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186410.61083984,671523.89862061,-25.42972866,-49.29490138
99,201020077.0,2010,2010-04-08,2010-04-08,,4,ABRIL,5,QUINTA-FEIRA,S312,R. NICOLA PELLANDA,,S353,ESTR. DO GANCHINHO - LD,,UMBARÁ,73,UMBARÁ,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ABALROAMENTO TRANSVERSAL,MOTOCICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173307.60021973,671514.60021973,-25.54800376,-49.29332376
101,201020221.0,2010,2010-08-22,2010-08-22,,8,AGOSTO,1,DOMINGO,C002,AV. VISC. DE GUARAPUAVA,,S020,R. 24 DE MAIO,,,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,ACIDENTE COMPLEXO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185384.07061768,673650.85461426,-25.43874774,-49.27362686
102,201020049.0,2010,2010-03-26,2010-03-26,,3,MARÇO,6,SEXTA-FEIRA,C002,AV. VISC. DE GUARAPUAVA,3382,S020,R. 24 DE MAIO,,CENTRO,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,ACIDENTE COMPLEXO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185384.40081787,673648.5737915,-25.43874503,-49.27364957
103,201020294.0,2010,,,,0,,0,,N110,R. NOSSA SENHORA DE NAZARÉ,,N127H,R. ALBERTO POTIER,,BOA VISTA,34,BOA VISTA,4,REGIONAL BOA VISTA,CURITIBA,1,COLISÃO,AUTOMÓVEL,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7191233.87939453,677014.50738525,-25.38554864,-49.24095574
105,201020155.0,2010,2010-08-27,2010-08-27,,8,AGOSTO,6,SEXTA-FEIRA,S957,R. FILIPINAS,,S948,R. AMADOR BUENO,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182065.60778809,680114.16900635,-25.46793121,-49.20893353
106,201020038.0,2010,2010-02-21,2010-02-21,,2,FEVEREIRO,1,DOMINGO,W836,R. EDUARDO SPRADA,,,,,BIGORRILHO,44,CAMPO COMPRIDO,7,REGIONAL PORTÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA - 80,7184253.73181152,667966.75079346,-25.44960435,-49.32999234
109,201020043.0,2010,2010-02-15,2010-02-15,,2,FEVEREIRO,2,SEGUNDA-FEIRA,N472,R. MATHILDE DA SILVA WOLFF,543,,,,PILARZINHO,32,PILARZINHO,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7190983.84698486,671259.48278809,-25.38847841,-49.2981093
107,201020041.0,2010,2010-02-27,2010-02-27,,2,FEVEREIRO,7,SÁBADO,W649,ESTR. VELHA DO BARIGUI,,,,PROX IGREJA ASSEMBLÉIA DE DEUS,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,CHOQUE,BICICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7178863.72039795,666276.28179932,-25.49844878,-49.34613377
110,201020048.0,2010,2010-03-13,2010-03-13,,3,MARÇO,7,SÁBADO,C200,AV. PRES. AFFONSO CAMARGO,955,,,,CRISTO REI,6,CRISTO REI,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185702.44641113,675984.61779785,-25.43559942,-49.25046878
111,201020053.0,2010,2010-04-15,2010-04-15,,4,ABRIL,5,QUINTA-FEIRA,S015,R. CHILE,,S028,R. SANTO ANTÔNIO,,REBOUÇAS,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184211.70843506,674829.39263916,-25.44919173,-49.2617592
112,201020057.0,2010,2010-04-01,2010-04-01,,4,ABRIL,5,QUINTA-FEIRA,,LINHA FERRÉA,,,,,BOQUEIRÃO,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,TREM,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7176778.62060547,678923.24182129,-25.51579624,-49.22007187
114,201020062.0,2010,2010-04-20,2010-04-20,,4,ABRIL,3,TERÇA-FEIRA,W137,R. PEDRO GUSSO,,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7178164.78479004,669122.95581055,-25.50443566,-49.3177325
115,201020066.0,2010,2010-04-23,2010-04-23,,4,ABRIL,6,SEXTA-FEIRA,C104,PR 417,"3,0",,,,SANTA CÂNDIDA,53,SANTA CÂNDIDA,4,REGIONAL BOA VISTA,CURITIBA,1,IGNORADO,IGNORADO,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7193462.32659912,679104.11999512,-25.36518431,-49.22048747
116,201020068.0,2010,2010-04-18,2010-04-18,,4,ABRIL,1,DOMINGO,N373A,R. JOSÉ BAJERSKI,2373,,,,ABRANCHES,50,ABRANCHES,4,REGIONAL BOA VISTA,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7194964.53240967,674014.65081787,-25.35222733,-49.27124313
117,201020069.0,2010,,,,0,,0,,W051,R. PROF. ULISSES VIEIRA,1583,,,,SANTA QUITÉRIA,43,SANTA QUITÉRIA,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182976.16143799,670410.293396,-25.46085808,-49.30553706
118,201020070.0,2010,2010-04-23,2010-04-23,,4,ABRIL,6,SEXTA-FEIRA,C302,AV. WINSTON CHURCHILL,4406,,,,CAPÃO RASO,58,CAPÃO RASO,8,REGIONAL PINHEIRINHO,CURITIBA,1,ATROPELAMENTO,A PÉ,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7178618.07623291,671308.60900879,-25.50009294,-49.29605067
120,201020078.0,2010,2010-04-05,2010-04-05,,4,ABRIL,2,SEGUNDA-FEIRA,N405B,R. BATISTA PESSINE,464,,,,VISTA ALEGRE,31,VISTA ALEGRE,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,CHOQUE,MOTOCICLETA,NÃO SE APLICA,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188559.81140137,671185.66979981,-25.41036771,-49.29853588
121,201020080.0,2010,2010-04-10,2010-04-10,,4,ABRIL,7,SÁBADO,S350,R. ÂNGELO GAI,43,,,,UMBARÁ,73,UMBARÁ,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7170577.21179199,671286.70379639,-25.57267574,-49.29524247
122,201020081.0,2010,2010-03-03,2010-03-03,,3,MARÇO,4,QUARTA-FEIRA,S896C,R. PE. CLÁUDIO ARENAL,25,,,,UBERABA,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180447.70404053,681502.66699219,-25.48236527,-49.19490973
125,201020085.0,2010,2010-03-28,2010-03-28,,3,MARÇO,1,DOMINGO,S822,AV. CEL. FRANCISCO HERÁCLITO DOS SANTOS,2415,,,,JARDIM DAS AMÉRICAS,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO FRONTAL,MOTOCICLETA,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181960.625,677447.20623779,-25.4692001,-49.23543748
126,201020086.0,2010,2010-03-28,2010-03-28,,3,MARÇO,1,DOMINGO,C000,PR 418,"4,0",,,,SANTA FELICIDADE,61,BUTIATUVINHA,5,REGIONAL SANTA FELICIDADE,CURITIBA,5,COLISÃO FRONTAL,AUTOMÓVEL,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7190167.0512085,664947.9777832,-25.39656395,-49.36072789
127,201020088.0,2010,2010-05-14,2010-05-14,,5,MAIO,6,SEXTA-FEIRA,N616,AV. MANOEL RIBAS,,,,,SANTA FELICIDADE,63,SANTA FELICIDADE,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,CHOQUE,MOTOCICLETA,NÃO SE APLICA,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188637.08538818,668930.53442383,-25.40992794,-49.32095887
129,201120011.0,2011,2011-01-18,2011-01-18,1899-12-30,1,JANEIRO,3,TERÇA-FEIRA,S024,R. DES. WESTPHALEN,900,S001,AV. SILVA JARDIM,,CENTRO,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185196.00042725,674085.23223877,-25.44039452,-49.26928448
131,201120013.0,2011,2011-01-18,2011-01-18,1899-12-30,1,JANEIRO,3,TERÇA-FEIRA,E016,R. AUGUSTO STRESSER,,E023M,R. SCHILLER,,HUGO LANGE,17,HUGO LANGE,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187729.33843994,676137.04040527,-25.41728595,-49.24921804
133,201120015.0,2011,2011-01-23,2011-01-23,1899-12-30,1,JANEIRO,1,DOMINGO,W107,R. ITATIAIA,,W110,R. JOÃO BORSATO,,NOVO MUNDO,27,PORTÃO,7,REGIONAL PORTÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181070.03961182,670610.88220215,-25.47804074,-49.30330121
134,201120016.0,2011,2011-01-27,2011-01-27,1899-12-30,1,JANEIRO,5,QUINTA-FEIRA,S561T,R. DAVID TOWS,,,,,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7174431.64501953,675320.60778809,-25.53741153,-49.25560121
136,201120018.0,2011,2011-01-29,2011-01-29,1899-12-30,1,JANEIRO,7,SÁBADO,N801,AV. CÂNDIDO HARTMANN,,N806,R. NOEL ROSA,,BIGORRILHO,11,BIGORRILHO,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186821.31323242,671054.48699951,-25.42607551,-49.29961951
